"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.003978917E0,8.829838257E0,5.533992004E-1,1.129356491E1,1.434632018E1
3.013926917E0,9.772877197E0,4.843927002E-1,1.208032883E1,1.554599979E1
3.023874917E0,1.104223755E1,6.598278809E-1,1.189920547E1,1.624676810E1
3.033822917E0,1.230965195E1,6.017486572E-1,1.185654419E1,1.710167456E1
3.043770917E0,1.334160599E1,4.646337891E-1,1.217807556E1,1.806986052E1
3.053718917E0,1.404559204E1,3.300636292E-1,1.259974869E1,1.887170540E1
3.063666917E0,1.457803482E1,-2.131567383E-1,1.336525681E1,1.977864061E1
3.073614917E0,1.509790375E1,-1.033151550E0,1.430545166E1,2.082450592E1
3.083562917E0,1.571372314E1,-1.574725342E0,1.468760696E1,2.156679516E1
3.093510917E0,1.634421204E1,-1.539099426E0,1.402762939E1,2.159343605E1
3.103459917E0,1.646935181E1,-1.335223389E0,1.290795776E1,2.096754025E1
3.113407917E0,1.594364502E1,-9.764195251E-1,1.193213699E1,1.993813193E1
3.123355917E0,1.501542526E1,-6.734495544E-1,1.113998428E1,1.870870867E1
3.133303917E0,1.361718292E1,-2.878514099E-1,1.037178177E1,1.711970754E1
3.143251917E0,1.192315567E1,3.020718384E-1,9.289232941E0,1.511763001E1
3.153199917E0,1.013721954E1,1.008752289E0,7.823480988E0,1.284475208E1
3.163147917E0,8.170908508E0,1.537303162E0,6.615792389E0,1.062524145E1
3.173095917E0,6.118376770E0,1.822011108E0,5.312303009E0,8.305108189E0
3.183043917E0,4.075425110E0,2.165846100E0,4.044888611E0,6.136864267E0
3.192991917E0,2.448757782E0,2.506837006E0,2.943479004E0,4.576539642E0
3.202939917E0,1.211580505E0,2.990481262E0,1.663939819E0,3.630372050E0
3.212887917E0,4.080514526E-1,3.971391449E0,8.637039185E-2,3.993233761E0
3.222835917E0,-1.257385254E-2,5.155878296E0,-1.562899933E0,5.387568589E0
3.232783917E0,-3.031196594E-1,6.097120972E0,-2.860252075E0,6.741498914E0
3.242731917E0,-6.846762085E-1,6.793921967E0,-3.418441315E0,7.636222772E0
3.252679917E0,-9.785151672E-1,6.443500671E0,-2.611619110E0,7.021164235E0
3.262627917E0,-1.109792175E0,5.422623596E0,-4.578977966E-1,5.553931556E0
3.272576917E0,-8.622070313E-1,4.170178070E0,1.620230713E0,4.556197281E0
3.282524917E0,-3.239263916E-1,2.843187561E0,3.025508423E0,4.164414128E0
3.292472917E0,6.048921204E-1,2.024989014E0,3.908522186E0,4.443311903E0
