"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.380436458E0,-1.860630798E-1,1.476529541E0,-1.258133698E0,1.948758414E0
2.390377458E0,-8.367599487E-2,1.575473785E0,-1.199755096E0,1.982052374E0
2.400318458E0,1.399589539E-1,1.569635925E0,-8.379574585E-1,1.784801992E0
2.410259458E0,3.745211792E-1,1.452279968E0,-5.763015747E-2,1.500901214E0
2.420200458E0,7.039860535E-1,1.312171326E0,9.333091736E-1,1.757400343E0
2.430141458E0,8.414002991E-1,1.243763580E0,1.753902740E0,2.308912543E0
2.440082458E0,7.241940308E-1,1.473535767E0,2.436932373E0,2.938435645E0
2.450023458E0,6.718029785E-1,2.079775085E0,3.063229980E0,3.762999012E0
2.459964458E0,6.557862854E-1,2.992726593E0,3.554208984E0,4.692426837E0
2.469905458E0,6.078858948E-1,4.312082977E0,3.949686584E0,5.879082325E0
2.479846458E0,4.355941772E-1,5.896837463E0,4.394112396E0,7.366862162E0
2.489788458E0,5.046006775E-1,7.891589355E0,4.880900116E0,9.292738581E0
2.499729458E0,8.536747742E-1,9.909243622E0,5.586832123E0,1.140765370E1
2.509670458E0,8.764274597E-1,1.133532806E1,6.798412628E0,1.324674306E1
2.519611458E0,2.083666992E-1,1.212508575E1,9.053173828E0,1.513344236E1
2.529552458E0,-5.839356995E-1,1.278685959E1,1.307620789E1,1.829841446E1
2.539493458E0,-7.734416199E-1,1.358664642E1,1.801982758E1,2.258117266E1
2.549434458E0,-1.073417816E0,1.330672852E1,2.238250534E1,2.606142350E1
2.559375458E0,-1.408271484E0,1.226145218E1,2.455942841E1,2.748621403E1
2.569316458E0,-1.249152374E0,1.221265366E1,2.448413498E1,2.738945338E1
2.579257458E0,-6.770420837E-1,1.330373474E1,2.278112640E1,2.638991217E1
2.589198458E0,1.555265808E-1,1.423614578E1,2.034853500E1,2.483455077E1
2.599139458E0,7.891589355E-1,1.471170685E1,1.866318970E1,2.377754697E1
2.609080458E0,1.317410431E0,1.488534576E1,1.795995209E1,2.336383889E1
2.619021458E0,1.719624023E0,1.454136108E1,1.730700989E1,2.267026423E1
2.628962458E0,1.899549866E0,1.383423157E1,1.608255615E1,2.129889352E1
2.638903458E0,1.818268890E0,1.294463150E1,1.465377731E1,1.963677102E1
2.648844458E0,1.318158875E0,1.184157532E1,1.376747040E1,1.820724279E1
2.658785458E0,7.565267944E-1,1.064840652E1,1.325299026E1,1.701771563E1
2.668726458E0,1.499880981E-1,9.470056915E0,1.274823990E1,1.588150166E1
