"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.660792500E0,1.046608566E1,-3.407963104E0,7.731871490E0,1.345120806E1
1.670741500E0,1.049707123E1,-3.271896057E0,7.625293121E0,1.338054197E1
1.680691500E0,1.034259247E1,-3.224145355E0,7.438481598E0,1.314135993E1
1.690640500E0,1.009964767E1,-3.078348541E0,7.185807037E0,1.277164577E1
1.700590500E0,9.938881989E0,-2.850073242E0,6.788533173E0,1.236885101E1
1.710539500E0,9.729617157E0,-2.635868683E0,6.165678406E0,1.181646495E1
1.720489500E0,9.678124237E0,-2.280956726E0,5.929469604E0,1.157702303E1
1.730439500E0,9.655820618E0,-2.023342438E0,5.671705627E0,1.137967623E1
1.740388500E0,9.795330505E0,-2.049987030E0,5.338797913E0,1.134256187E1
1.750338500E0,9.825567627E0,-2.301913147E0,5.020859070E0,1.127162850E1
1.760287500E0,9.679770813E0,-2.639461212E0,4.820725250E0,1.113122232E1
1.770237500E0,9.360634460E0,-3.179238739E0,4.620441742E0,1.091226458E1
1.780186500E0,8.760233002E0,-3.739074554E0,4.407285004E0,1.049507131E1
1.790136500E0,8.088280334E0,-3.976780243E0,4.434079285E0,1.004470602E1
1.800085500E0,7.715405731E0,-3.942800903E0,4.399800568E0,9.717582497E0
1.810035500E0,7.934699707E0,-3.490740967E0,4.032913513E0,9.560811856E0
1.819985500E0,8.332422638E0,-3.075654144E0,3.761228485E0,9.645504401E0
1.829934500E0,8.439899139E0,-3.051404572E0,3.546125793E0,9.649765566E0
1.839884500E0,8.381370850E0,-3.248993683E0,3.213068390E0,9.546053936E0
1.849833500E0,8.277935944E0,-3.419489136E0,2.962788849E0,9.433729231E0
1.859783500E0,8.124205627E0,-3.580404510E0,2.694396973E0,9.278027192E0
1.869732500E0,7.982300720E0,-3.484454041E0,2.209255829E0,8.985508114E0
1.879682500E0,7.905809784E0,-3.154540100E0,1.660347290E0,8.672352893E0
1.889631500E0,8.021369476E0,-2.850522308E0,1.175655212E0,8.593602905E0
1.899581500E0,8.169561310E0,-2.604733429E0,7.628137207E-1,8.608615046E0
1.909530500E0,8.282426605E0,-2.481389923E0,4.857398987E-1,8.659782311E0
1.919480500E0,8.440647583E0,-2.502196655E0,3.603007507E-1,8.811091666E0
1.929430500E0,8.551417236E0,-2.455942841E0,2.287243652E-1,8.900039709E0
1.939379500E0,8.541837158E0,-2.401306458E0,7.409591675E-2,8.873260108E0
1.949329500E0,8.511899414E0,-2.521656189E0,1.149609375E-1,8.878310514E0
1.959278500E0,8.361911316E0,-2.753224640E0,3.055146790E-1,8.808810702E0
1.969228500E0,8.025261383E0,-3.014581146E0,4.520599365E-1,8.584688576E0
1.979177500E0,7.584128723E0,-3.277135162E0,3.619473267E-1,8.269802248E0
1.989127500E0,7.107819214E0,-3.511248322E0,2.634521484E-1,7.932172829E0
1.999076500E0,6.769373016E0,-3.774850159E0,1.196012878E-1,7.751658482E0
2.009026500E0,6.744524689E0,-4.094734955E0,8.681945801E-2,7.890691050E0
2.018975500E0,7.072492676E0,-4.335135040E0,2.354603577E-1,8.298734244E0
2.028925500E0,7.715106354E0,-4.408632202E0,5.965095520E-1,8.905881629E0
2.038875500E0,8.113577728E0,-4.443210297E0,1.040486298E0,9.308859921E0
2.048824500E0,8.160729675E0,-4.612358551E0,1.063987427E0,9.434162892E0
2.058774500E0,8.407117310E0,-4.899910583E0,5.992039490E-1,9.749245640E0
2.068723500E0,8.838819580E0,-5.121300201E0,3.098556519E-2,1.021535156E1
2.078673500E0,9.299860840E0,-5.079087982E0,-2.221380615E-1,1.059876840E1
2.088622500E0,9.646390228E0,-4.794230347E0,-2.739303589E-2,1.077210469E1
2.098572500E0,9.715097351E0,-4.545298004E0,5.650749207E-1,1.074067783E1
2.108521500E0,9.617051239E0,-4.458777924E0,1.171763306E0,1.066496153E1
2.118471500E0,9.519454193E0,-4.490960999E0,1.713636475E0,1.066420596E1
2.128420500E0,9.634714508E0,-4.584217072E0,2.120041351E0,1.087829698E1
2.138370500E0,9.825118561E0,-4.761897583E0,2.257754974E0,1.114926369E1
2.148320500E0,9.853858795E0,-4.969515839E0,2.137704620E0,1.124119219E1
2.158269500E0,9.782906342E0,-5.036426697E0,2.002086639E0,1.118388132E1
2.168219500E0,9.585766296E0,-5.098547516E0,1.982627106E0,1.103688871E1
2.178168500E0,9.156309357E0,-5.444927216E0,2.177521820E0,1.087321639E1
2.188118500E0,9.037007446E0,-5.641917572E0,2.774779816E0,1.100900270E1
2.198067500E0,9.402547302E0,-5.156477051E0,3.869303741E0,1.140037994E1
2.208017500E0,9.781409454E0,-4.878355408E0,4.916975098E0,1.198544811E1
2.217966500E0,1.035546570E1,-4.667893066E0,5.462889862E0,1.260428741E1
2.227916500E0,1.088656128E1,-4.439617767E0,5.677842865E0,1.305623690E1
2.237865500E0,1.118474121E1,-4.368665314E0,5.739215240E0,1.330872887E1
2.247815500E0,1.117037109E1,-4.708009644E0,6.355932770E0,1.368723590E1
2.257765500E0,1.099673218E1,-5.554199982E0,6.815327454E0,1.407927357E1
2.267714500E0,1.126886627E1,-5.656736755E0,6.015839996E0,1.397055291E1
2.277664500E0,1.157048904E1,-3.943699036E0,4.470004578E0,1.301575659E1
2.287613500E0,1.099074463E1,-1.044976959E0,3.091820526E0,1.146506862E1
2.297563500E0,9.912985840E0,1.322649536E0,1.634900208E0,1.013358716E1
2.307512500E0,8.742120667E0,2.352058868E0,7.818241882E-1,9.086699276E0
2.317462500E0,7.884853363E0,1.683998108E0,4.906796265E-1,8.077594238E0
2.327411500E0,7.130571899E0,3.767665100E-1,9.686357117E-1,7.205918662E0
2.337361500E0,6.560108185E0,-6.494993591E-1,1.193767548E0,6.699399210E0
2.347310500E0,6.265969849E0,-1.137185211E0,7.696994019E-1,6.414671115E0
2.357260500E0,5.991141357E0,-1.131197662E0,-1.541793823E-2,6.097017355E0
2.367210500E0,5.985752563E0,-6.650669861E-1,-5.760021973E-1,6.050068295E0
2.377159500E0,6.261628876E0,7.484436035E-3,-3.659889221E-1,6.272320152E0
2.387109500E0,6.714437256E0,5.563929749E-1,4.728666687E-1,6.754024259E0
2.397058500E0,7.145989838E0,6.463558960E-1,1.185235291E0,7.272395025E0
2.407008500E0,7.452702026E0,2.800675964E-1,1.788630524E0,7.669446167E0
2.416957500E0,6.981481934E0,-1.207239532E0,2.083966370E0,7.385217201E0
2.426907500E0,6.512956238E0,-2.401306458E0,2.561024323E0,7.398899732E0
2.436856500E0,6.955885162E0,-2.882256317E0,2.997816010E0,8.104235972E0
2.446806500E0,7.280260620E0,-3.537892914E0,2.726879425E0,8.541355417E0
2.456755500E0,7.527845764E0,-3.718716888E0,1.858086090E0,8.599407018E0
2.466705500E0,7.968080292E0,-2.689457245E0,9.247769165E-1,8.460419384E0
2.476655500E0,9.002579041E0,-7.216493225E-1,-6.256988525E-2,9.031673273E0
2.486604500E0,1.029199768E1,1.447190552E0,-6.177653503E-1,1.041159021E1
2.496554500E0,1.063418610E1,2.749482422E0,-5.339396667E-1,1.099684769E1
2.506503500E0,1.009934830E1,1.996697845E0,3.418890381E-1,1.030051098E1
2.516453500E0,7.716603241E0,-1.419797516E0,9.623487854E-1,7.904929206E0
2.526402500E0,6.248156891E0,-2.904709625E0,9.666897583E-1,6.957822334E0
2.536352500E0,8.002808075E0,-5.171745300E-1,2.524949341E0,8.407602259E0
2.546301500E0,1.054182816E1,2.629731445E0,3.042123871E0,1.128273664E1
2.556250792E0,1.171119644E1,4.368515625E0,1.225651245E0,1.255938979E1
2.566199792E0,1.210637466E1,4.935536499E0,-1.054107971E0,1.311621026E1
2.576149792E0,1.291723846E1,3.544030151E0,-1.574875031E0,1.348686141E1
2.586099792E0,1.299672318E1,1.786235504E0,6.119274902E-1,1.313316054E1
2.596048792E0,1.196042816E1,1.137933655E0,2.452500000E0,1.226219764E1
2.605998792E0,1.136825958E1,5.536985779E-1,2.189047852E0,1.159033384E1
2.615947792E0,1.104373444E1,1.029858398E-1,7.357200623E-1,1.106869280E1
2.625897792E0,1.077025314E1,2.082170105E-1,-5.951623535E-1,1.078869433E1
2.635846792E0,1.033136581E1,9.951306152E-1,-1.262774048E0,1.045571628E1
2.645796792E0,1.037357803E1,1.198108521E0,-2.219734039E0,1.067585146E1
2.655745792E0,1.087398743E1,5.840853882E-1,-2.790796509E0,1.124158812E1
2.665695792E0,1.077668976E1,1.385967865E0,-2.197580109E0,1.108545477E1
2.675644792E0,1.042926224E1,2.421514435E0,-1.841320953E0,1.086387159E1
2.685594792E0,1.062221100E1,3.573967896E0,-2.270628204E0,1.143504987E1
2.695544792E0,1.170730453E1,3.168161774E0,-2.458038483E0,1.237498209E1
2.705493792E0,1.276560379E1,1.648072815E0,-1.957479401E0,1.301954338E1
2.715443792E0,1.316138077E1,1.742227020E0,-1.434017944E0,1.335341552E1
2.725392792E0,1.269225632E1,1.072968750E0,-1.557511139E0,1.283239936E1
2.735342792E0,1.071711365E1,6.831793213E-1,-4.394860840E-1,1.074785592E1
2.745291792E0,7.885452118E0,-2.622247009E0,5.733078003E0,1.009577723E1
2.755241792E0,2.329605560E0,-1.083027832E1,1.295930099E1,1.704891412E1
2.765190792E0,2.143392792E0,-1.239901611E1,9.599687347E0,1.582667781E1
2.775140792E0,9.367370453E0,-3.464994507E0,2.114802246E0,1.020912360E1
2.785089792E0,1.322724380E1,6.466552734E-2,-3.192860413E-1,1.323125481E1
2.795039792E0,1.159069702E1,-1.224902802E0,7.062313843E-1,1.167661796E1
2.804989792E0,9.136700134E0,-1.632355499E0,1.101409607E0,9.346495436E0
2.814938792E0,8.512647858E0,-1.610051880E0,7.804769897E-1,8.698654203E0
2.824888792E0,8.617879028E0,-1.995051270E0,8.394543457E-1,8.885536119E0
2.834837792E0,8.499026184E0,-2.314187622E0,9.574090576E-1,8.860335351E0
2.844787792E0,8.429720306E0,-2.060315552E0,3.673361206E-1,8.685621477E0
2.854736792E0,8.539292450E0,-1.348395996E0,4.535568237E-1,8.656985682E0
2.864686792E0,8.555009766E0,-1.124162292E0,5.751040649E-1,8.647697823E0
2.874635792E0,8.536298676E0,-9.704319763E-1,4.855902100E-1,8.604994547E0
