"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.786881542E0,3.975283356E0,-1.239347763E1,-2.748284912E-1,1.301832156E1
1.796848542E0,2.971470795E0,-1.167706741E1,1.056203613E0,1.209541682E1
1.806815542E0,1.980381775E0,-1.079375427E1,1.853745117E0,1.112939415E1
1.816782542E0,7.635621643E-1,-1.053808594E1,2.187850342E0,1.078985503E1
1.826749542E0,-4.987628174E-1,-1.074570419E1,2.620450745E0,1.107184199E1
1.836716542E0,-1.458267517E0,-1.130658783E1,3.199147339E0,1.184060878E1
1.846683542E0,-2.240241394E0,-1.216310669E1,3.733835449E0,1.291903143E1
1.856650542E0,-2.616858215E0,-1.283371216E1,4.275259552E0,1.377787933E1
1.866617542E0,-2.108814697E0,-1.291020309E1,4.595443726E0,1.386501159E1
1.876584542E0,-1.349144440E0,-1.313308960E1,4.936584320E0,1.409496711E1
1.886551542E0,-1.268013153E0,-1.347183517E1,5.254672852E0,1.451584607E1
1.896518542E0,-1.071771240E-1,-1.377270950E1,6.615942078E0,1.527971543E1
1.906485542E0,7.800279236E-1,-1.332005081E1,6.971153412E0,1.505420795E1
1.916452542E0,7.318281555E-1,-1.180145874E1,6.258186035E0,1.337814985E1
1.926419542E0,4.490661621E-1,-1.110465775E1,6.242618408E0,1.274697488E1
1.936386542E0,-4.565505981E-2,-1.042956161E1,5.404660950E0,1.174683787E1
1.946353542E0,-9.370513916E-2,-9.714648285E0,4.554129639E0,1.072955119E1
1.956319542E0,-1.142124939E-1,-9.068591766E0,3.660487976E0,9.780162235E0
1.966286542E0,-1.149609375E-1,-8.847950592E0,3.179238739E0,9.402499915E0
1.976253542E0,-1.005908203E-1,-9.250912628E0,2.783012695E0,9.660986628E0
1.986220542E0,-4.348457336E-1,-9.825717316E0,2.709515533E0,1.020172956E1
1.996187542E0,-9.587562561E-1,-9.752070465E0,2.692301331E0,1.016221326E1
2.006154542E0,-1.609602814E0,-9.265133057E0,2.564167786E0,9.747228745E0
2.016121542E0,-2.035916290E0,-8.425229645E0,2.181413727E0,8.938009597E0
2.026088542E0,-1.727557526E0,-7.531587982E0,1.469643860E0,7.865692952E0
2.036055542E0,-7.373666382E-1,-6.659651184E0,8.271798706E-1,6.751213964E0
2.046022542E0,3.463796997E-1,-5.240302734E0,-1.231938171E-1,5.253182689E0
2.055989542E0,1.474583588E0,-3.833677826E0,-5.128335571E-1,4.139381679E0
2.065956542E0,2.163301392E0,-3.428171082E0,-4.017645264E-1,4.073529748E0
2.075923542E0,2.000889130E0,-3.572021942E0,-2.007325745E-1,4.099169627E0
2.085890542E0,1.382075958E0,-4.068838806E0,1.240919495E-1,4.298951267E0
2.095857542E0,8.583151245E-1,-4.588857422E0,3.697311401E-1,4.683056524E0
2.105824542E0,5.071453857E-1,-4.817432098E0,6.322851562E-1,4.885144111E0
2.115791542E0,3.971241760E-1,-4.932991791E0,7.530839539E-1,5.005921600E0
2.125758542E0,4.553530884E-1,-5.107678528E0,7.529342651E-1,5.182917748E0
2.135725542E0,3.480262756E-1,-5.299579468E0,6.123765564E-1,5.346182738E0
2.145692542E0,-8.981323242E-3,-5.946384430E0,4.522096252E-1,5.963561184E0
2.155659542E0,-1.950444031E-1,-7.080725555E0,1.160087585E-1,7.084361280E0
2.165626542E0,-1.380130005E-1,-8.551566925E0,-5.490582275E-1,8.570286425E0
2.175592542E0,-4.655319214E-2,-1.020413040E1,-9.939331055E-1,1.025252883E1
2.185559542E0,-1.848655701E-1,-1.129551086E1,-1.255738678E0,1.136660110E1
2.195526542E0,-7.412585449E-1,-1.176253967E1,-8.345146179E-1,1.181538059E1
2.205493542E0,-1.348395996E0,-1.224378891E1,3.080593872E-1,1.232166544E1
2.215460542E0,-1.937720490E0,-1.276216095E1,1.570683746E0,1.300363642E1
2.225427542E0,-2.406246185E0,-1.381192795E1,2.140698395E0,1.418245268E1
2.235394542E0,-2.624791718E0,-1.563468750E1,2.791395264E0,1.609735607E1
2.245361542E0,-2.190694427E0,-1.732512222E1,3.550766144E0,1.782040803E1
2.255328542E0,-1.398691406E0,-1.883862488E1,4.154909821E0,1.934201129E1
2.265295542E0,-3.315605164E-1,-2.059013260E1,5.270390167E0,2.125654030E1
2.275262542E0,-1.005908203E-1,-2.247905457E1,5.996230774E0,2.326527017E1
2.285229542E0,-1.771266632E0,-2.555889999E1,5.810467072E0,2.627082568E1
2.295196542E0,-3.301983490E0,-2.898796921E1,5.681285706E0,2.972343286E1
2.305163542E0,-3.460054779E0,-3.094934052E1,4.410278778E0,3.145288884E1
2.315130542E0,-3.732787628E0,-3.255864395E1,3.418890381E0,3.294977710E1
2.325097542E0,-3.791914673E0,-3.434323288E1,2.014660492E0,3.461062147E1
2.335064542E0,-1.871408386E0,-3.513613403E1,1.580114136E0,3.522139754E1
2.345031542E0,7.598199463E-1,-3.345722534E1,1.842817841E0,3.351655161E1
2.354998542E0,2.350112915E0,-2.905727509E1,1.104403381E0,2.917306931E1
2.364964542E0,3.099903717E0,-2.430555634E1,4.791535950E-1,2.450712264E1
2.374931542E0,3.247347107E0,-2.106359802E1,3.833528137E-1,2.131589511E1
2.384898542E0,2.954555969E0,-1.864971771E1,4.763095093E-1,1.888830968E1
2.394865542E0,2.414329376E0,-1.654883652E1,6.234535217E-1,1.673564073E1
2.404832542E0,1.834584961E0,-1.412537613E1,1.339863739E0,1.430689301E1
2.414799542E0,1.304836578E0,-1.151540359E1,2.463277588E0,1.184798949E1
2.424766917E0,9.758207703E-1,-8.677904205E0,2.958747253E0,9.220218700E0
2.434733917E0,4.727169800E-1,-6.112987976E0,2.410287781E0,6.587986834E0
2.444700917E0,2.215393066E-2,-3.731440430E0,1.503024445E0,4.022837426E0
2.454667917E0,-3.143463135E-2,-1.197809143E0,9.232800293E-1,1.512673425E0
2.464634917E0,-1.354682922E-1,1.401086426E0,3.017724609E-1,1.439604615E0
2.474601917E0,-5.614823914E-1,2.786156158E0,-1.501377869E-1,2.846132458E0
2.484568917E0,-8.746311951E-1,3.780238953E0,-1.580712891E-1,3.883319817E0
2.494535917E0,-1.206491089E0,4.322710876E0,1.661544800E-1,4.490997370E0
2.504502917E0,-1.465003510E0,4.745581512E0,8.502319336E-1,5.038816678E0
2.514469917E0,-1.605710907E0,4.964127045E0,1.640738068E0,5.469267432E0
2.524436917E0,-1.456471252E0,5.008285217E0,2.104473724E0,5.624325647E0
2.534403917E0,-1.343605957E0,5.271887054E0,1.939367065E0,5.775743649E0
2.544370917E0,-1.550326080E0,5.812712402E0,1.128054199E0,6.120755076E0
2.554337917E0,-2.792592773E0,6.611900482E0,4.574487305E-1,7.192013746E0
2.564303917E0,-4.126768341E0,7.267237701E0,-7.155120850E-2,8.357516397E0
2.574270917E0,-4.618046722E0,7.883506165E0,-5.825885010E-1,9.155076971E0
2.584237917E0,-5.402714996E0,8.196505280E0,-3.686833191E-1,9.823846269E0
2.594204917E0,-6.883735199E0,7.699389038E0,-3.183879089E-1,1.033284921E1
2.604171917E0,-6.961872711E0,5.092260590E0,-1.959425354E-1,8.627698594E0
2.614138917E0,-4.155957642E0,6.724017334E-1,1.908531189E-1,4.214324729E0
2.624105917E0,-2.773133240E0,-1.767225037E0,1.848655701E-1,3.293558497E0
2.634072917E0,-2.339634705E0,-3.236569519E0,3.899391174E-1,4.012645676E0
2.644039917E0,-1.763632507E0,-4.002526703E0,5.373825073E-1,4.406744784E0
2.654006917E0,-1.028062134E0,-4.248465271E0,5.307962036E-1,4.403193559E0
2.663973917E0,-3.573069763E-1,-4.296964417E0,2.677931213E-1,4.320102386E0
2.673940917E0,3.095562744E-1,-4.028722229E0,-8.996292114E-2,4.041598844E0
2.683907917E0,8.087681580E-1,-3.576362915E0,-1.791773987E-1,3.671046468E0
2.693874917E0,1.091679840E0,-3.111429749E0,-1.499880981E-1,3.300796326E0
2.703841917E0,1.310375061E0,-2.448159027E0,-2.335144043E-2,2.776888675E0
2.713808917E0,1.276246033E0,-1.908531189E0,2.004331970E-1,2.304662383E0
2.723775917E0,9.262738037E-1,-1.550775146E0,4.751119995E-1,1.867784283E0
2.733742917E0,5.508544922E-2,-1.034199371E0,8.726852417E-1,1.354319858E0
2.743708917E0,-5.086422729E-1,-2.525248718E-1,9.569599915E-1,1.112770506E0
2.753675917E0,-7.123686218E-1,1.306782532E-1,9.752220154E-1,1.214744351E0
2.763642917E0,-6.372248840E-1,2.071691895E-1,1.100212097E0,1.288193031E0
2.773609917E0,-4.578977966E-1,1.922003174E-1,1.477577362E0,1.558796399E0
2.783576917E0,-4.650828552E-1,4.496649170E-1,1.746717682E0,1.862665633E0
2.793543917E0,-6.411167908E-1,9.464817810E-1,1.704505463E0,2.052363850E0
2.803510917E0,-8.559201050E-1,1.368154907E0,1.490300903E0,2.196689295E0
2.813477917E0,-1.181642761E0,1.017434235E0,1.447489929E0,2.127599382E0
2.823444917E0,-1.590891724E0,-4.137396240E-1,1.410816193E0,2.166222353E0
2.833411917E0,-2.272723846E0,-2.131717072E0,1.415606232E0,3.422489205E0
2.843378917E0,-2.923869781E0,-3.985761566E0,1.260229340E0,5.101322157E0
2.853345917E0,-3.902983704E0,-6.447392578E0,1.065933380E0,7.611725614E0
2.863312917E0,-4.262386322E0,-1.940624451E1,3.164419556E0,2.011923990E1
2.873279917E0,1.582209778E-1,-6.005616257E1,6.967560883E0,6.045919782E1
2.883246917E0,-3.606300659E0,-8.106093292E1,1.091500214E1,8.187195810E1
2.893213917E0,-1.111558502E1,-7.701200272E1,1.045111679E1,7.850879336E1
2.903179917E0,4.096531219E0,-7.394577896E1,7.997568970E0,7.448973690E1
